ID,Name,Gender,Qualification,,
1092,"""Melissa Rossi""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1092, ""Melissa Rossi"", ""F"" , ""Graduate"" );"
1093,"""Jackie Collins""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1093, ""Jackie Collins"", ""F"" , ""Graduate"" );"
1094,"""Drew Barrymore""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1094, ""Drew Barrymore"", ""F"" , ""Graduate"" );"
1095,"""Carrie Alexander""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1095, ""Carrie Alexander"", ""F"" , ""Graduate"" );"
1096,"""Lori Handeland""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1096, ""Lori Handeland"", ""F"" , ""Graduate"" );"
1097,"""Debra Salonen""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1097, ""Debra Salonen"", ""F"" , ""Graduate"" );"
1098,"""Deborah Laake""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1098, ""Deborah Laake"", ""F"" , ""Graduate"" );"
1099,"""Margaret Way""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1099, ""Margaret Way"", ""F"" , ""Graduate"" );"
1100,"""Marisa Carroll""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1100, ""Marisa Carroll"", ""F"" , ""Graduate"" );"
1101,"""Eduardo Duran""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1101, ""Eduardo Duran"", ""F"" , ""Graduate"" );"
1102,"""Dave Eggers""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1102, ""Dave Eggers"", ""F"" , ""Graduate"" );"
1103,"""Hernando De Soto""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1103, ""Hernando De Soto"", ""F"" , ""Graduate"" );"
1104,"""Julie Miller""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1104, ""Julie Miller"", ""F"" , ""Graduate"" );"
1105,"""Jasper Fforde""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1105, ""Jasper Fforde"", ""F"" , ""Graduate"" );"
1106,"""Wendy Holden""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1106, ""Wendy Holden"", ""F"" , ""Graduate"" );"
1107,"""Sebastian Faulks""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1107, ""Sebastian Faulks"", ""F"" , ""Graduate"" );"
1108,"""SUE MARGOLIS""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1108, ""SUE MARGOLIS"", ""F"" , ""Graduate"" );"
1109,"""Dora Levy Mossanen""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1109, ""Dora Levy Mossanen"", ""F"" , ""Graduate"" );"
1110,"""Sheri Holman""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1110, ""Sheri Holman"", ""F"" , ""Graduate"" );"
1111,"""Jacqueline Susann""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1111, ""Jacqueline Susann"", ""F"" , ""Graduate"" );"
1112,"""Stephanie Laurens""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1112, ""Stephanie Laurens"", ""F"" , ""Graduate"" );"
1113,"""Jane Mendelsohn""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1113, ""Jane Mendelsohn"", ""F"" , ""Graduate"" );"
1114,"""Madge Swindells""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1114, ""Madge Swindells"", ""F"" , ""Graduate"" );"
1115,"""Richard George Adams""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1115, ""Richard George Adams"", ""F"" , ""Graduate"" );"
1116,"""John Colapinto""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1116, ""John Colapinto"", ""F"" , ""Graduate"" );"
1117,"""Ildiko Kurthy""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1117, ""Ildiko Kurthy"", ""F"" , ""Graduate"" );"
1118,"""John McPhee""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1118, ""John McPhee"", ""F"" , ""Graduate"" );"
1119,"""Kurt Vonnegut""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1119, ""Kurt Vonnegut"", ""F"" , ""Graduate"" );"
1120,"""Veronique Vienne""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1120, ""Veronique Vienne"", ""F"" , ""Graduate"" );"
1121,"""SANDOR MARAI""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1121, ""SANDOR MARAI"", ""F"" , ""Graduate"" );"
1122,"""Mark A. S. McMenamin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1122, ""Mark A. S. McMenamin"", ""F"" , ""Graduate"" );"
1123,"""Nancy K Robinson""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1123, ""Nancy K Robinson"", ""F"" , ""Graduate"" );"
1124,"""Jillian Lund""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1124, ""Jillian Lund"", ""F"" , ""Graduate"" );"
1125,"""Ann Rinaldi""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1125, ""Ann Rinaldi"", ""F"" , ""Graduate"" );"
1126,"""Scott O'Dell""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1126, ""Scott O'Dell"", ""F"" , ""Graduate"" );"
1127,"""THOMAS ROCKWELL""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1127, ""THOMAS ROCKWELL"", ""F"" , ""Graduate"" );"
1128,"""Louise Plummer""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1128, ""Louise Plummer"", ""F"" , ""Graduate"" );"
1129,"""Dave Duncan""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1129, ""Dave Duncan"", ""F"" , ""Graduate"" );"
1130,"""Richard Awlinson""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1130, ""Richard Awlinson"", ""F"" , ""Graduate"" );"
1131,"""Scott Ciencin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1131, ""Scott Ciencin"", ""F"" , ""Graduate"" );"
1132,"""Patricia Kennealy-Morrison""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1132, ""Patricia Kennealy-Morrison"", ""F"" , ""Graduate"" );"
1133,"""Julie E. Czerneda""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1133, ""Julie E. Czerneda"", ""F"" , ""Graduate"" );"
1134,"""Eva Heller""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1134, ""Eva Heller"", ""F"" , ""Graduate"" );"
1135,"""Jan McDaniel""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1135, ""Jan McDaniel"", ""F"" , ""Graduate"" );"
1136,"""Genell Dellin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1136, ""Genell Dellin"", ""F"" , ""Graduate"" );"
1137,"""Betty Neels""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1137, ""Betty Neels"", ""F"" , ""Graduate"" );"
1138,"""Barbara Dolan""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1138, ""Barbara Dolan"", ""F"" , ""Graduate"" );"
1139,"""Viveca Carlysle""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1139, ""Viveca Carlysle"", ""F"" , ""Graduate"" );"
1140,"""Judy Jackson""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1140, ""Judy Jackson"", ""F"" , ""Graduate"" );"
1141,"""Lewis Orde""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1141, ""Lewis Orde"", ""F"" , ""Graduate"" );"
1142,"""Beatrice Sparks""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1142, ""Beatrice Sparks"", ""F"" , ""Graduate"" );"
1143,"""Peter Mayle""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1143, ""Peter Mayle"", ""F"" , ""Graduate"" );"
1144,"""Philip Kindred Dick""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1144, ""Philip Kindred Dick"", ""F"" , ""Graduate"" );"
1145,"""Douglas Kennedy""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1145, ""Douglas Kennedy"", ""F"" , ""Graduate"" );"
1146,"""Philip K. Dick""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1146, ""Philip K. Dick"", ""F"" , ""Graduate"" );"
1147,"""Dick""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1147, ""Dick"", ""F"" , ""Graduate"" );"
1148,"""Aldous Huxley""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1148, ""Aldous Huxley"", ""F"" , ""Graduate"" );"
1149,"""Edgar Allan Poe""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1149, ""Edgar Allan Poe"", ""F"" , ""Graduate"" );"
1150,"""Mark Z. Danielewski""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1150, ""Mark Z. Danielewski"", ""F"" , ""Graduate"" );"
1151,"""Laurent Vicomte""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1151, ""Laurent Vicomte"", ""F"" , ""Graduate"" );"
1152,"""Jean Bonnefoy""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1152, ""Jean Bonnefoy"", ""F"" , ""Graduate"" );"
1153,"""Philip K. (Philip Kindred) Dick""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1153, ""Philip K. (Philip Kindred) Dick"", ""F"" , ""Graduate"" );"
1154,"""Albert Camus""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1154, ""Albert Camus"", ""F"" , ""Graduate"" );"
1155,"""Stan Berenstain""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1155, ""Stan Berenstain"", ""F"" , ""Graduate"" );"
1156,"""A. J. Wood""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1156, ""A. J. Wood"", ""F"" , ""Graduate"" );"
1157,"""Sunny Griffin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1157, ""Sunny Griffin"", ""F"" , ""Graduate"" );"
1158,"""Disney Enterprises Inc""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1158, ""Disney Enterprises Inc"", ""F"" , ""Graduate"" );"
1159,"""Maida Silverman""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1159, ""Maida Silverman"", ""F"" , ""Graduate"" );"
1160,"""Jean Giraudoux""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1160, ""Jean Giraudoux"", ""F"" , ""Graduate"" );"
1161,"""Nicholas Ross""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1161, ""Nicholas Ross"", ""F"" , ""Graduate"" );"
1162,"""Lynne Reid Banks""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1162, ""Lynne Reid Banks"", ""F"" , ""Graduate"" );"
1163,"""Carolyn Wheat""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1163, ""Carolyn Wheat"", ""F"" , ""Graduate"" );"
1164,"""DAN SIMMONS""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1164, ""DAN SIMMONS"", ""F"" , ""Graduate"" );"
1165,"""Ros Stanley""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1165, ""Ros Stanley"", ""F"" , ""Graduate"" );"
1166,"""R. L. Stine""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1166, ""R. L. Stine"", ""F"" , ""Graduate"" );"
1167,"""Steve Barlow""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1167, ""Steve Barlow"", ""F"" , ""Graduate"" );"
1168,"""Katherine Applegate""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1168, ""Katherine Applegate"", ""F"" , ""Graduate"" );"
1169,"""Anonimo""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1169, ""Anonimo"", ""F"" , ""Graduate"" );"
1170,"""Matthew F Christopher""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1170, ""Matthew F Christopher"", ""F"" , ""Graduate"" );"
1171,"""Marilyn Penovich Friend""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1171, ""Marilyn Penovich Friend"", ""F"" , ""Graduate"" );"
1172,"""Brian Herbert""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1172, ""Brian Herbert"", ""F"" , ""Graduate"" );"
1173,"""C. A. Stephens""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1173, ""C. A. Stephens"", ""F"" , ""Graduate"" );"
1174,"""Mary Evans O'Keefe Gravalos""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1174, ""Mary Evans O'Keefe Gravalos"", ""F"" , ""Graduate"" );"
1175,"""Randall Rothenberg""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1175, ""Randall Rothenberg"", ""F"" , ""Graduate"" );"
1176,"""Enos A. Mills""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1176, ""Enos A. Mills"", ""F"" , ""Graduate"" );"
1177,"""JOHN FITZGERALD""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1177, ""JOHN FITZGERALD"", ""F"" , ""Graduate"" );"
1178,"""Sebastiano Vassalli""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1178, ""Sebastiano Vassalli"", ""F"" , ""Graduate"" );"
1179,"""Patrick McGrath""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1179, ""Patrick McGrath"", ""F"" , ""Graduate"" );"
1180,"""William Kotzwinkle""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1180, ""William Kotzwinkle"", ""F"" , ""Graduate"" );"
1181,"""Vincent Bugliosi""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1181, ""Vincent Bugliosi"", ""F"" , ""Graduate"" );"
1182,"""Mark Richard""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1182, ""Mark Richard"", ""F"" , ""Graduate"" );"
1183,"""Ben Elton""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1183, ""Ben Elton"", ""F"" , ""Graduate"" );"
1184,"""Ltd Editorial Staff Publication International""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1184, ""Ltd Editorial Staff Publication International"", ""F"" , ""Graduate"" );"
1185,"""MARY DORIA RUSSELL""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1185, ""MARY DORIA RUSSELL"", ""F"" , ""Graduate"" );"
1186,"""MacDonald Harris""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1186, ""MacDonald Harris"", ""F"" , ""Graduate"" );"
1187,"""Lawrence Goldstone""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1187, ""Lawrence Goldstone"", ""F"" , ""Graduate"" );"
1188,"""Leslie Land""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1188, ""Leslie Land"", ""F"" , ""Graduate"" );"
1189,"""Rikki Ducornet""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1189, ""Rikki Ducornet"", ""F"" , ""Graduate"" );"
1190,"""VICTOR HUGO""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1190, ""VICTOR HUGO"", ""F"" , ""Graduate"" );"
1191,"""Jennifer Egan""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1191, ""Jennifer Egan"", ""F"" , ""Graduate"" );"
1192,"""Dodie Smith""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1192, ""Dodie Smith"", ""F"" , ""Graduate"" );"
1193,"""Doug  Lowe""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1193, ""Doug  Lowe"", ""F"" , ""Graduate"" );"
1194,"""Arlene Eisenberg""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1194, ""Arlene Eisenberg"", ""F"" , ""Graduate"" );"
1195,"""JANE GREEN""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1195, ""JANE GREEN"", ""F"" , ""Graduate"" );"
1196,"""Gary Ezzo""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1196, ""Gary Ezzo"", ""F"" , ""Graduate"" );"
1197,"""Dennis Rainey""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1197, ""Dennis Rainey"", ""F"" , ""Graduate"" );"
1198,"""David Gardner""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1198, ""David Gardner"", ""F"" , ""Graduate"" );"
1199,"""Joan D. Vinge""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1199, ""Joan D. Vinge"", ""F"" , ""Graduate"" );"
1200,"""R. A. MacAvoy""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1200, ""R. A. MacAvoy"", ""F"" , ""Graduate"" );"
1201,"""Brooke Stevens""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1201, ""Brooke Stevens"", ""F"" , ""Graduate"" );"
1202,"""Ann B. Ross""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1202, ""Ann B. Ross"", ""F"" , ""Graduate"" );"
1203,"""Adriana Trigiani""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1203, ""Adriana Trigiani"", ""F"" , ""Graduate"" );"
1204,"""BEBE MOORE CAMPBELL""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1204, ""BEBE MOORE CAMPBELL"", ""F"" , ""Graduate"" );"
1205,"""Barbara Corcoran""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1205, ""Barbara Corcoran"", ""F"" , ""Graduate"" );"
1206,"""Amy Hassinger""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1206, ""Amy Hassinger"", ""F"" , ""Graduate"" );"
1207,"""Erica Jong""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1207, ""Erica Jong"", ""F"" , ""Graduate"" );"
1208,"""Diana Palmer""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1208, ""Diana Palmer"", ""F"" , ""Graduate"" );"
1209,"""Rebecca Godfrey""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1209, ""Rebecca Godfrey"", ""F"" , ""Graduate"" );"
1210,"""Lois Battle""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1210, ""Lois Battle"", ""F"" , ""Graduate"" );"
1211,"""Allen Ginsberg""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1211, ""Allen Ginsberg"", ""F"" , ""Graduate"" );"
1212,"""Andrew M. Greeley""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1212, ""Andrew M. Greeley"", ""F"" , ""Graduate"" );"
1213,"""Rick Davis""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1213, ""Rick Davis"", ""F"" , ""Graduate"" );"
1214,"""Catholic Church""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1214, ""Catholic Church"", ""F"" , ""Graduate"" );"
1215,"""Alfred McBride""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1215, ""Alfred McBride"", ""F"" , ""Graduate"" );"
1216,"""Russell L. Ford""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1216, ""Russell L. Ford"", ""F"" , ""Graduate"" );"
1217,"""Robertson Davies""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1217, ""Robertson Davies"", ""F"" , ""Graduate"" );"
1218,"""Bill Watterson""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1218, ""Bill Watterson"", ""F"" , ""Graduate"" );"
1219,"""Jacqueline Kasun""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1219, ""Jacqueline Kasun"", ""F"" , ""Graduate"" );"
1220,"""Leslie Meier""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1220, ""Leslie Meier"", ""F"" , ""Graduate"" );"
1221,"""Corinne T. Netzer""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1221, ""Corinne T. Netzer"", ""F"" , ""Graduate"" );"
1222,"""Stefano Benni""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1222, ""Stefano Benni"", ""F"" , ""Graduate"" );"
1223,"""Alessandro Baricco""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1223, ""Alessandro Baricco"", ""F"" , ""Graduate"" );"
1224,"""Alice Adams""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1224, ""Alice Adams"", ""F"" , ""Graduate"" );"
1225,"""Frederick Buechner""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1225, ""Frederick Buechner"", ""F"" , ""Graduate"" );"
1226,"""Max Frisch""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1226, ""Max Frisch"", ""F"" , ""Graduate"" );"
1227,"""Thomas Pynchon""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1227, ""Thomas Pynchon"", ""F"" , ""Graduate"" );"
1228,"""Veronika Martenova Charles""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1228, ""Veronika Martenova Charles"", ""F"" , ""Graduate"" );"
1229,"""Ron L. Hubbard""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1229, ""Ron L. Hubbard"", ""F"" , ""Graduate"" );"
1230,"""Doris Pilkington""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1230, ""Doris Pilkington"", ""F"" , ""Graduate"" );"
1231,"""Stephen Gallagher""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1231, ""Stephen Gallagher"", ""F"" , ""Graduate"" );"
1232,"""Robert Louis Stevenson""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1232, ""Robert Louis Stevenson"", ""F"" , ""Graduate"" );"
1233,"""Edwina Currie""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1233, ""Edwina Currie"", ""F"" , ""Graduate"" );"
1234,"""Donald A. Mackenzie""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1234, ""Donald A. Mackenzie"", ""F"" , ""Graduate"" );"
1235,"""Jules Verne""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1235, ""Jules Verne"", ""F"" , ""Graduate"" );"
1236,"""Laurie Lee""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1236, ""Laurie Lee"", ""F"" , ""Graduate"" );"
1237,"""Sam Siciliano""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1237, ""Sam Siciliano"", ""F"" , ""Graduate"" );"
1238,"""Joe Haldeman""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1238, ""Joe Haldeman"", ""F"" , ""Graduate"" );"
1239,"""Leon Uris""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1239, ""Leon Uris"", ""F"" , ""Graduate"" );"
1240,"""Anatoli Boukreev""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1240, ""Anatoli Boukreev"", ""F"" , ""Graduate"" );"
1241,"""Steve Lewis""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1241, ""Steve Lewis"", ""F"" , ""Graduate"" );"
1242,"""Len Deighton""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1242, ""Len Deighton"", ""F"" , ""Graduate"" );"
1243,"""Dale L. Anderson""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1243, ""Dale L. Anderson"", ""F"" , ""Graduate"" );"
